The result of  mouse and human £º
**************************************
kidney,kidney,0.9431799222533291 (Right)
foot digit 3,foot_digit_3,0.8062190094571811 (Right)
orbitalis muscle,orbitalis_muscle,0.8062190094571811 (Right)
nasal cavity respiratory epithelium,nasal_cavity_respiratory_epithelium,0.8062190094571811 (Right)
scalenus dorsalis,scalenus_dorsalis,0.8062190094571811 (Right)
spinal nerve,spinal_nerve,0.8062190094571811 (Right)
sternooccipital,sternooccipital,0.8062190094571811 (Right)
auditory system,auditory_system,0.8062190094571811 (Right)
joint of rib,joint_of_the_rib,0.8062190094571811 (Right)
pancreas head,head_of_the_pancreas,0.8062190094571811 (Right)
semimembranosus,semimembranosus,0.8062190094571811 (Right)
cerebrospinal fluid,cerebrospinal_fluid,0.8062190094571811 (Right)
omohyoid,omohyoid,0.8062190094571811 (Right)
trachea cartilage,trachea_cartilage,0.8062190094571811 (Right)
hypopharynx,hypopharynx,0.8062190094571811 (Right)
flexor digitorum longus,flexor_digitorum_longus,0.8062190094571811 (Right)
cleidobrachial,cleidobrachial,0.8062190094571811 (Right)
serratus dorsalis cranialis,serratus_dorsalis_cranialis,0.8062190094571811 (Right)
bronchus basal lamina,bronchus_basal_lamina,0.8062190094571811 (Right)
lower eyelid,lower_eyelid,0.8062190094571811 (Right)
supraspinatus,supraspinatus,0.8062190094571811 (Right)
splenius,splenius,0.8062190094571811 (Right)
cerebellum purkinje cell layer,purkinje_cell_layer_of_the_cerebellum,0.8062190094571811 (Right)
circumvallate papilla,circumvallate_papilla,0.8062190094571811 (Right)
serratus dorsalis caudalis,serratus_dorsalis_caudalis,0.8062190094571811 (Right)
ischiocavernosus,ischiocavernosus,0.8062190094571811 (Right)
endocrine pancreas secretion,pancreatic_endocrine_secretion,0.8059990807840491 (Right)
exocrine pancreas secretion,pancreatic_exocrine_secretion,0.8059990807840491 (Right)
tympanic cavity muscle,muscle_of_the_tympanum,0.8058991802635217 (Right)
male reproductive system fluid/secretion,male_genital_system_fluid_or_secretion,0.8057703434892094 (Right)
female reproductive system fluid/secretion,female_genital_system_fluid_or_secretion,0.8057703434892094 (Right)
eye anterior segment,eye_segment,0.8054097112247145
head/neck,head_and_neck,0.8049999999999999 (Right)
body fluid/substance,body_fluid_or_substance,0.8049999999999999 (Right)
ear,ear,0.8049999999995708 (Right)
male reproductive system,male_reproductive_system,0.8049999301494141 (Right)
female reproductive system,female_reproductive_system,0.8049999301494141 (Right)
organ system,organ_system,0.8049994838722537
cartilage,cartilage,0.8049985970309477 (Right)
hepatobiliary system,hepatobiliary_system,0.8049896342508218 (Right)
connective tissue,connective_tissue,0.8049896342508218 (Right)
nephron,nephron,0.8049896342508218 (Right)
pericardiacoophrenic artery,pericardiac_artery,0.8048078298955639
vascular system,vascular_system,0.8047921823960594 (Right)
pharynx,pharynx,0.8047921823960594 (Right)
larynx,larynx,0.804436971399171 (Right)
parafascicular nucleus,parafascicular_nucleus_of_the_thalamus,0.804165895747864 (Right)
viscerocranium bone,palate_bone,0.8038454142149627
lacrimal apparatus,lacrimal_apparatus,0.8034832419164912 (Right)
epidermis,epidermis,0.8034832419164912 (Right)
paranasal sinus,paranasal_sinus,0.8034832419164912 (Right)
white matter,white_matter,0.8034832419164912 (Right)
thorax,thorax,0.8034832419164912 (Right)
nose,nose,0.8034832419164912 (Right)
medial femoral circumflex artery,medial_circumflex_artery,0.8020129403645373
head/neck bone,hyoid_bone,0.8018138143121212
neck bone,occipital_bone,0.8018138143121212
chest nerve,intercostal_nerve,0.8018138143121212
thorax muscle,papillary_muscle,0.8018138143121212
chest muscle,intercostal_muscle,0.8018138143121212
hamate,hamate_bone,0.8013860656567945 (Right)
navicular,navicular_bone,0.8013860656567945 (Right)
pisiform,pisiform_bone,0.8013860656567945 (Right)
trapezoid,trapezoid_bone,0.8013860656567945 (Right)
radius,radius_bone,0.8013860656567945 (Right)
cuboid,cuboid_bone,0.8013860656567945 (Right)
capitate,capitate_bone,0.8013860656567945 (Right)
retina inner nuclear layer,inner_nuclear_layer,0.8011592556017264 (Right)
inner ear,internal_ear,0.8005670836216454 (Right)
chest bone,flat_bone,0.8005670670090367
skeletal muscle,abdominal_muscle,0.8005564918975485
parietal bone,parietal_bone,0.7 (Right)
lacrimal bone,lacrimal_bone,0.7 (Right)
frontal bone,frontal_bone,0.7 (Right)
sphenoid bone,sphenoid_bone,0.7 (Right)
temporal bone,temporal_bone,0.7 (Right)
descending aorta,descending_aorta,0.7 (Right)
ciliary muscle,ciliary_muscle,0.7 (Right)
inferior hypogastric nerve plexus,inferior_hypogastric_nerve_plexus,0.7 (Right)
left hepatic duct,left_hepatic_duct,0.7 (Right)
lumbar sympathetic nerve trunk,lumbar_sympathetic_nerve_trunk,0.7 (Right)
cortical bone,cortical_bone,0.7 (Right)
trachea basement membrane,trachea_basement_membrane,0.7 (Right)
shoulder,shoulder,0.7 (Right)
shoulder joint,shoulder_joint,0.7 (Right)
eyelid subcutaneous connective tissue,eyelid_subcutaneous_connective_tissue,0.7 (Right)
back,back,0.7 (Right)
pelvis,pelvis,0.7 (Right)
trunk,trunk,0.7 (Right)
arm,arm,0.7 (Right)
right lung terminal bronchiole,right_lung_terminal_bronchiole,0.7 (Right)
right lung respiratory bronchiole,right_lung_respiratory_bronchiole,0.7 (Right)
adipose tissue,adipose_tissue,0.7 (Right)
bronchus basement membrane,bronchus_basement_membrane,0.7 (Right)
pleural cavity,pleural_cavity,0.7 (Right)
common hepatic duct,common_hepatic_duct,0.7 (Right)
myocardium,myocardium,0.7 (Right)
wrist joint,wrist_joint,0.7 (Right)
pia mater,pia_mater,0.7 (Right)
foot digit skin,foot_digit_skin,0.7 (Right)
limb,limb,0.7 (Right)
ankle joint,ankle_joint,0.7 (Right)
dura mater,dura_mater,0.7 (Right)
metacarpo-phalangeal joint,metacarpophalangeal_joint,0.7 (Right)
cortical arch,cortical_arch,0.7 (Right)
lactiferous duct,lactiferous_duct,0.7 (Right)
internal naris,internal_nare,0.7 (Right)
bronchus lamina propria,bronchus_lamina_propria,0.7 (Right)
seminiferous tubule epithelium,seminiferous_tubule,0.7
meninges,meninges,0.7 (Right)
incus,incus,0.7 (Right)
thymus cortex,thymus_cortex,0.7 (Right)
stomach fundus,fundus_of_the_stomach,0.7 (Right)
posterior commissure,posterior_commissure,0.7 (Right)
anterior commissure,anterior_commissure,0.7 (Right)
pelvic girdle bone,pelvic_girdle,0.7
mucosa associated lymphoid tissue,mucosa-associated_lymphoid_tissue,0.7 (Right)
hand,hand,0.7 (Right)
eyelid muscle,eyelid_muscle,0.7 (Right)
elbow joint,elbow_joint,0.7 (Right)
hip joint,hip_joint,0.7 (Right)
knee joint,knee_joint,0.7 (Right)
alveolus,alveolus,0.7 (Right)
chest,chest,0.7 (Right)
interlobular bile duct,interlobular_bile_duct,0.7 (Right)
lymph node cortex,lymph_node_cortex,0.7 (Right)
arcuate nucleus,arcuate_nucleus,0.7 (Right)
ascending aorta,ascending_aorta,0.7 (Right)
thoracic aorta,thoracic_aorta,0.7 (Right)
cingulate cortex,cingulate_cortex,0.7 (Right)
intervertebral disc,intervertebral_disc,0.7 (Right)
thymus medulla,thymus_medulla,0.7 (Right)
nasal bone,nasal_bone,0.7 (Right)
mesangium,mesangium,0.7 (Right)
loop of henle ascending limb,ascending_limb_of_the_henle_s_loop,0.7 (Right)
internal capsule,internal_capsule,0.7 (Right)
portal lobule,portal_lobule,0.7 (Right)
pericardial cavity,pericardial_cavity,0.7 (Right)
macula densa,macula_densa,0.7 (Right)
anal region,anal_region,0.7 (Right)
eyelash,eyelash,0.7 (Right)
nipple,nipple,0.7 (Right)
trachea lamina propria,trachea_lamina_propria,0.7 (Right)
interlobular artery,interlobular_artery,0.7 (Right)
common bile duct,common_bile_duct,0.7 (Right)
extrahepatic bile duct epithelium,extrahepatic_bile_duct,0.7
bile duct epithelium,bile_duct_epithelium,0.7 (Right)
bronchus cartilage,bronchus_cartilage,0.7 (Right)
vagina epithelium,vaginal_epithelium,0.7 (Right)
ileum,ileum,0.7 (Right)
dorsal thalamus,dorsal_thalamus,0.7 (Right)
pigmented retinal epithelium,retinal_pigment_epithelium,0.7 (Right)
long bone epiphysis,long_bone_epiphysis,0.7 (Right)
hand digit skin,hand_digit_skin,0.7 (Right)
ventral thalamus,ventral_thalamus,0.7 (Right)
alveolar sac,alveolar_sac,0.7 (Right)
cystic duct,cystic_duct,0.7 (Right)
ophthalmic plexus,ophthalmic_plexus,0.7 (Right)
optic disc,optic_disc,0.7 (Right)
transverse colon,transverse_colon,0.7 (Right)
ascending colon,ascending_colon,0.7 (Right)
descending colon,descending_colon,0.7 (Right)
capillary,capillary,0.7
venous sinus,venous_sinus,0.7 (Right)
stomach body,body_of_stomach,0.7 (Right)
submandibular ganglion,submandibular_ganglion,0.7 (Right)
perineum,perineum,0.7 (Right)
enteric ganglion,enteric_ganglion,0.7 (Right)
bronchus submucosa,bronchus_submucosa,0.7 (Right)
palpebral conjunctiva,palpebral_conjunctiva,0.7 (Right)
conjunctiva,conjunctiva,0.7 (Right)
malleus,malleus,0.7 (Right)
pericardium,pericardium,0.7 (Right)
parietal pleura,parietal_pleura,0.7 (Right)
lesser omentum,lesser_omentum,0.7 (Right)
internal anal sphincter,internal_anal_sphincter,0.7 (Right)
bronchus associated lymphoid tissue,bronchus-associated_lymphoid_tissue,0.7 (Right)
left lung terminal bronchiole,left_lung_terminal_bronchiole,0.7 (Right)
lower jaw,lower_jaw,0.7 (Right)
arterial system smooth muscle,arterial_system_smooth_muscle_tissue,0.7 (Right)
lymph node trabeculum,lymph_node_trabecula,0.7 (Right)
mesothelium,mesothelium,0.7 (Right)
portal triad,portal_triad,0.7 (Right)
gonad,gonad,0.7 (Right)
renal pyramid,renal_pyramid,0.7 (Right)
dermis,dermis,0.7 (Right)
thyroid gland follicle,thyroid_gland_follicle,0.7 (Right)
gut associated lymphoid tissue,gut_associated_lymphoid_tissue,0.7 (Right)
anterior olfactory nucleus,anterior_olfactory_nucleus,0.7 (Right)
hair follicle,hair_follicle,0.7 (Right)
left lung respiratory bronchiole,left_lung_respiratory_bronchiole,0.7 (Right)
thymus epithelium,thymic_epithelial_tissue,0.7 (Right)
upper jaw tooth,upper_jaw_tooth,0.7 (Right)
duodenum,duodenum,0.7 (Right)
eye posterior segment,posterior_eye_segment,0.7 (Right)
trachea submucosa,trachea_submucosa,0.7 (Right)
accumbens nucleus,accumbens_nucleus,0.7 (Right)
areola,areola,0.7 (Right)
costal arch,costal_arch,0.7 (Right)
auditory cortex,auditory_cortex,0.7 (Right)
peritoneal cavity,peritoneal_cavity,0.7 (Right)
bulbourethral gland secretion,bulbourethral_gland_secretion,0.7 (Right)
tendon,tendon,0.7 (Right)
sinoatrial node,sinoatrial_node,0.7 (Right)
acetabulum,acetabulum,0.7 (Right)
renal papilla,renal_papilla,0.7 (Right)
corpus callosum,corpus_callosum,0.7 (Right)
alveolar duct,alveolar_duct,0.7 (Right)
zona pellucida,zona_pellucida,0.7 (Right)
liver acinus,liver_acinus,0.7 (Right)
venous system,venous_system,0.7 (Right)
loop of henle descending limb,descending_limb_of_the_henle_s_loop,0.7 (Right)
sphincter pupillae,sphincter_pupillae_muscle,0.7 (Right)
jejunum,jejunum,0.7 (Right)
upper lip,posterior_surface_of_the_vagina,0.7
basilar membrane,basilar_membrane,0.7 (Right)
scrotum,scrotum,0.7 (Right)
stapes,stapes,0.7 (Right)
tunica vasculosa plexus,tunica_vasculosa,0.6976386605150363 (Right)
urinary bladder muscularis mucosa,bladder_muscularis_mucosa,0.6913460262571393 (Right)
spinal cord central canal,remnants_of_the_central_canal_of_the_spinal_cord,0.6902617346756345
adrenal gland medulla,adrenal_medulla,0.6869804810325363 (Right)
choroid fissure,choroidal_fissure,0.6868750699999999 (Right)
ductus venosus,fissure_of_the_ductus_venosus,0.686507387219301
adrenal gland cortex,adrenal_cortex,0.686430164863577 (Right)
cerebellum molecular cell layer,molecular_layer_of_the_cerebellum,0.6864170556923599 (Right)
renal cortex vein,renal_cortex,0.6861228441461921
urinary bladder lamina propria,bladder_lamina_propria,0.6856802064196559 (Right)
retina inner plexiform layer,inner_plexiform_layer,0.6852325161823062 (Right)
stomach lesser curvature,lesser_curvature,0.6849886049504605 (Right)
retina outer plexiform layer,outer_plexiform_layer,0.6847695227801537 (Right)
fat pad,breast_fat_pad,0.6842104250887305
large intestine muscularis mucosa,large_intestinal_muscularis_mucosa,0.6834899125171624 (Right)
small intestine muscularis mucosa,small_intestinal_muscularis_mucosa,0.6834899125171624 (Right)
small intestine lamina propria,small_intestinal_lamina_propria,0.6834899125171624 (Right)
small intestine crypt of lieberkuhn,small_intestinal_crypt_of_lieberkuhn,0.6834899125171624 (Right)
large intestine crypt of lieberkuhn,large_intestinal_crypt_of_the_lieberkuhn,0.6834899125171624 (Right)
stomach greater curvature,greater_curvature,0.6810593604474879 (Right)
large intestine mucosa,large_intestinal_mucosa,0.6804323800203407 (Right)
small intestine mucosa,small_intestinal_mucosa,0.6804323800203407 (Right)
large intestine submucosa,large_intestinal_submucosa,0.6804323800203407 (Right)
small intestine submucosa,small_intestinal_submucosa,0.6804323800203407 (Right)
hassall's corpuscle,hassall_s_corpuscle,0.6798642062888838 (Right)
liver perisinusoidal space,perisinusoidal_space,0.6792801154731821 (Right)
lymph node follicle,lymph_node_lymphoid_follicle,0.6768971622458196 (Right)
hamstring muscle,hamstring,0.6755017303378276 (Right)
mammary gland epithelium,mammary_epithelium,0.6711861242615403 (Right)
retina ganglion cell layer,ganglion_cell_layer,0.6710779236236769 (Right)
nasopharyngeal tonsil,pharyngeal_tonsil,0.6708334033333333 (Right)
intestine muscularis mucosa,muscularis_mucosa,0.6689384259648586
superior oblique extraocular muscle,superior_oblique_muscle,0.6681073214779463 (Right)
ventricular septum,interventricular_septum,0.6675926625925925 (Right)
ovary growing follicle,growing_follicle,0.6669608671448523 (Right)
ovary primordial follicle,primordial_follicle,0.6669608671448523 (Right)
inferior oblique extraocular muscle,inferior_oblique_muscle,0.6669043934481635 (Right)
tibialis muscle,tibialis,0.6655600365312542 (Right)
esophagus muscularis mucosa,esophageal_muscularis_mucosa,0.6621811607336523 (Right)
esophagus squamous epithelium,esophageal_squamous_epithelium,0.6621811607336523 (Right)
esophagus lamina propria,esophageal_lamina_propria,0.6621811607336523 (Right)
iliopsoas,iliopsoas_muscle,0.6621285838817028 (Right)
sartorius,sartorius_muscle,0.6621285838817028 (Right)
popliteus,popliteus_muscle,0.6621285838817028 (Right)
trapezius,trapezius_muscle,0.6621285838817028 (Right)
digastric,digastric_muscle,0.6621285838817028 (Right)
stapedius,stapedius_muscle,0.6621285838817028 (Right)
masseter,masseter_muscle,0.6621285838817028 (Right)
gastrocnemius,gastrocnemius_muscle,0.6621285838817028 (Right)
palatoglossus,palatoglossus_muscle,0.6621285838817028 (Right)
hyoglossus,hyoglossus_muscle,0.6621285838817028 (Right)
ovary stratum granulosum,stratum_granulosum,0.6620984434008371
medial rectus extraocular muscle,medial_rectus_muscle,0.6616431314093737 (Right)
urinary bladder trigone,bladder_trigone,0.6607376904065748 (Right)
lower lip,external_lower_lip,0.6593873006286031 (Right)
epidermis stratum lucidum,stratum_lucidum,0.6583534611643069 (Right)
interalveolar septum,alveolar_septum,0.6583334033333332 (Right)
lateral rectus extraocular muscle,lateral_rectus_muscle,0.6573964802665664 (Right)
superior rectus extraocular muscle,superior_rectus_muscle,0.6571609472104215 (Right)
pharynx muscle,pharyngeal_muscle,0.6565277890012695 (Right)
eye sebaceous gland,sebaceous_gland_of_the_eyelash,0.6564445844444443 (Right)
epidermis stratum basale,stratum_basale,0.6560906107085697 (Right)
epidermis stratum spinosum,stratum_spinosum,0.6560906107085697 (Right)
meningeal artery,posterior_meningeal_artery,0.6558748263633678
inferior rectus extraocular muscle,inferior_rectus_muscle,0.6557854917951514 (Right)
constrictor muscle of pharynx superior,superior_constrictor_muscle,0.6553823262232946 (Right)
vomer bone,vomer,0.655284870930946 (Right)
larynx connective tissue,laryngeal_connective_tissue,0.6547476147474747 (Right)
ulnar artery palmar branch,ulnar_artery_branch,0.6541767136829814
spleen lymphoid follicle,lymphoid_follicle,0.6541026148695095
spleen marginal zone,marginal_zone,0.6538689553112077
ovary follicle fluid,ovarian_follicle_fluid,0.6525720125718725 (Right)
bronchus epithelium,bronchial_epithelium,0.6508885503921568 (Right)
hippocampus molecular layer,molecular_layer,0.6508491275837335
cerebellum internal granule cell layer,internal_granular_layer_of_the_cerebellum,0.6504863938461538 (Right)
epidermis stratum corneum,stratum_corneum,0.6497568220649261 (Right)
larynx muscle,laryngeal_muscle,0.649090979090909 (Right)
larynx ligament,laryngeal_ligament,0.649090979090909 (Right)
larynx epithelium,laryngeal_epithelium,0.649090979090909 (Right)
larynx mucosa,laryngeal_mucosa,0.649090979090909 (Right)
stomach squamous epithelium,squamous_epithelium,0.6489950987051621
tarsus,tarsus_bone,0.6489786769739299
scaphoid,scaphoid_bone,0.6489786769739299 (Right)
atrial septum,interatrial_septum,0.6485294817647058 (Right)
superior gluteal artery,gluteal_artery,0.6479928325965022
thymus lymphoid tissue,thymic_lymphoid_tissue,0.6478680078678678 (Right)
ovary follicle,ovarian_follicle,0.6466434266433566 (Right)
ovary capsule,ovarian_capsule,0.6466434266433566 (Right)
sublingual gland,sublingual_salivary_gland,0.6457779421026433 (Right)
spinal cord meninges,spinal_meninges,0.6457461008382062 (Right)
urinary bladder wall,bladder_wall,0.6453454732464016 (Right)
cricoarytenoid,cricoarytenoid_muscle,0.6446971206355734 (Right)
cricothyroid,cricothyroid_muscle,0.6446971206355734 (Right)
maxillary vein,internal_maxillary_vein,0.6445223850985742
superficial temporal artery,superficial_femoral_artery,0.644
urethra lamina propria,lamina_propria,0.6438642992123083
lung connective tissue,lung_tissue,0.6430393971023675
ovary germinal epithelium,germinal_epithelium,0.6423736940139722 (Right)
pars intermedia,pars_media,0.6416667366666665
proximal convoluted tubule,proximal_convoluted_tube,0.6416666899999999 (Right)
spiral organ,spiral_organ_of_corti,0.6408879921625986
palatine gland,palatine_salivary_gland,0.6407761721646215 (Right)
parathyroid gland parenchyma,parathyroid_gland_parenchymal_cell,0.6400001599999999
latissimus dorsi,musculus_latissimus_dorsi,0.64 (Right)
cuboidal oviduct epithelium,cuboidal_epithelium,0.6395359061251912
axillary artery,axillary_artery_branch,0.6394756304033511
urinary bladder mucosa,bladder_mucosa,0.6388518365371563 (Right)
spleen white pulp,splenic_white_pulp,0.6378854756381446 (Right)
spleen trabecular vein,splenic_trabecular_vein,0.6378854756381446 (Right)
spleen red pulp,splenic_red_pulp,0.6378854756381446 (Right)
spleen marginal sinus,splenic_marginal_sinus,0.6378854756381446 (Right)
spleen trabecular artery,splenic_trabecular_artery,0.6378854756381446 (Right)
lunate,lunate_bone,0.6377143971793069 (Right)
urinary bladder neck,bladder_neck,0.6370865062635558 (Right)
gut,gut_epithelium,0.636800688612752
lumbar vertebra 4,l4_vertebra,0.63636363 (Right)
thoracic vertebra 6,t6_vertebra,0.63636363 (Right)
hippocampal commissure,hippocampal_fissure,0.6359395537071518
joint of vertebral body,vertebral_joint,0.6353392051122295 (Right)
abdomen skin,abdominal_skin,0.6342099756603773 (Right)
small intestine wall,small_intestinal_wall_tissue,0.6311312485910427 (Right)
large intestine wall,large_intestinal_wall_tissue,0.6311312485910427
joint of girdle,joint_of_the_pelvic_girdle,0.6309609748287296
hair root sheath,hair_root,0.630948218602721
peyer's patch follicle,peyer_s_patch_lymphoid_follicle,0.6304295981680912 (Right)
heart left atrium,left_atrium,0.6304157260945786 (Right)
spleen hilum,splenic_hilum,0.6301210725929126 (Right)
spleen capsule,splenic_capsule,0.6301210725929126 (Right)
spleen pulp,splenic_pulp,0.6301210725929126 (Right)
spleen trabeculum,splenic_trabecula,0.6301210725929126 (Right)
cranial/facial muscle,facial_muscle,0.6300000699999999
heart right atrium,right_atrium,0.6295277489460451 (Right)
middle phalanx of foot,phalanx_of_the_foot,0.6294435250994983
lingual tonsillar tissue,tonsilar_tissue,0.6286707373014074
afferent lymphatic vessel,lymph_node_afferent_vessel,0.6242858742857142 (Right)
efferent lymphatic vessel,lymph_node_efferent_vessel,0.6242858742857142 (Right)
heart left ventricle,left_ventricle,0.6242208510391615 (Right)
cochlear viii nucleus,cochlear_nucleus,0.6236697378583297 (Right)
heart right ventricle,right_ventricle,0.6232398300195617 (Right)
superficial cervical vein,superficial_vein,0.6222223822222221
abducens vi nerve,abducens_nerve,0.6222223822222221 (Right)
trochlear iv nerve,trochlear_nerve,0.6222223822222221 (Right)
oculomotor iii nerve,oculomotor_nerve,0.6222223822222221 (Right)
vagus x nerve,vagus_nerve,0.6222223822222221 (Right)
facial vii nerve,facial_nerve,0.6222223822222221 (Right)
olfactory i nerve,olfactory_nerve,0.6222223822222221 (Right)
optic ii nerve,optic_nerve,0.6222223822222221 (Right)
glossopharyngeal ix nerve,glossopharyngeal_nerve,0.6222223822222221 (Right)
hypoglossal xii nerve,hypoglossal_nerve,0.6222223822222221 (Right)
accessory xi nerve,accessory_nerve,0.6222223822222221 (Right)
trigeminal v nerve,trigeminal_nerve,0.6222223822222221 (Right)
vestibulocochlear viii nerve,vestibulocochlear_nerve,0.6222223822222221 (Right)
vibrissa hair bulb,hair_bulb,0.6222223822222221
oval nucleus,oval_subthalamic_nucleus,0.6222223822222221 (Right)
radio-carpal joint,carpal_joint,0.6222223822222221
hepatic portal vein,hepatic_vein,0.6222223822222221
hand joint,interphalangeal_joint_of_the_hand,0.6222223822222221
cervical mammary gland,cervical_gland,0.6222223822222221
endometrium glandular epithelium,glandular_epithelium,0.6222223822222221
carpus,carpus_bone,0.6159571980322291
vertebra neural canal,vertebral_canal,0.6159477924183006
uterus serosa,uterus_serosal_surface,0.614017174017094 (Right)
spinal cord central cervical nucleus,cervical_spinal_cord,0.6130713611745181
prostate gland dorsolateral lobe,lateral_lobe_of_the_prostate,0.6105264757894737
respiratory system vein,systemic_vein,0.6069842069841269
larynx mucous gland,laryngeal_mucous_salivary_gland,0.6063637963636364 (Right)
cerebellar vermis,vermis,0.605595451207588 (Right)
fornix,cerebral_fornix,0.6052004601516545 (Right)
smooth muscle,smooth_muscle_tissue_cell,0.6050246790275206
sensory organ system,special_sense_organ_system,0.6042658942657342 (Right)
respiratory system basement membrane,basement_membrane,0.6024269431733378
retina photoreceptor layer inner segment,inner_segment_of_the_photoreceptor_cell,0.6021828276785336
retina photoreceptor layer outer segment,outer_segment_of_the_photoreceptor_cell,0.6017321638664259
neural retinal epithelium,neural_retina,0.6017094817094018 (Right)
fimbria hippocampus,fimbria,0.600024205681302 (Right)
olfactory gland,gland,0.6000000799999999
salivary duct,duct,0.6000000799999999
trunk organ,organ,0.6000000799999999
pupillary membrane,membrane,0.6000000799999999
hyaloid cavity,cavity,0.6000000799999999
saccule epithelium,epithelium,0.6000000799999999
carotid body,body,0.6000000799999999
fovea,fovea_centralis,0.6000000799999999 (Right)
ventricle endocardium,endocardium,0.6000000799999999
ear lobe,lobe,0.6000000799999999
stomach serosa,serosa,0.6000000799999999
tympanic endothelium,endothelium,0.6000000799999999
intercerebral commissure,commissure,0.6000000799999999
transverse sinus,sinus,0.6000000799999999
triceps brachii,triceps,0.6000000799999999 (Right)
vaginal hymen,hymen,0.6000000799999999 (Right)
limb digit,digit,0.6000000799999999 (Right)
urethra urothelium,urothelium,0.6000000799999999
nail matrix,matrix,0.6000000799999999
tail,tail_of_the_epididymis,0.6000000799999999
larynx submucosa,submucosa,0.6000000799999999
esophagus mesentery,mesentery,0.6000000799999999
optic chiasma,chiasma,0.6000000799999999
brain ependyma,ependyma,0.6000000799999999 (Right)
urethral sphincter,sphincter,0.6000000799999999
pubis,mons_pubis,0.6000000799999999
appendix,vermiform_appendix,0.6000000799999999 (Right)
unfertilized egg,egg,0.6000000799999999 (Right)
infundibulum,brain_infundibulum,0.6000000799999999 (Right)
intestine wall,intestinal_wall_tissue,0.5998591479597544
respiratory system basal lamina,basal_lamina,0.5990905126309255
prostate gland epithelium,prostatic_epithelium,0.5966133614448934 (Right)
lens epithelium,subcapsular_epithelium_of_the_lens,0.5955235859190069 (Right)
Concept pairs that was not found£º
limb,[extremities,]
hemolymphoid system,[hematopoietic_and_lymphatic_system,]
sensory organ,[organ_of_the_special_sense,]
visceral organ system,[viscera,]
forelimb,[upper_extremity,]
abdomen,[abdominal_cavity,]
lower arm,[forearm,]
hand digit,[finger,]
foot digit,[toe,]
brown fat,[brown_adipose_tissue,]
white fat,[white_adipose_tissue,]
capillary,[blood_capillary,]
heart endocardium,[endocardium,]
heart myocardium,[myocardium,]
synovium,[synovial_membrane,]
pancreatic islet,[islet_of_langerhans,]
skin apocrine gland,[apocrine_sweat_gland,]
coat hair bulb,[hair_bulb,]
forebrain,[prosencephalon,]
adenohypophysis,[anterior_lobe_of_the_pituitary_gland,]
neurohypophysis,[posterior_lobe_of_the_pituitary_gland,]
telencephalon,[supratentorial_brain,]
cerebral cortex,[cortex,]
neocortex layer,[cortical_cell_layer_of_the_cerebral_cortex,]
cerebellar cortex,[cerebellar_cortex,]
cerebellar layer,[cortical_cell_layer_of_the_cerebellum,]
myelencephalon,[medulla_oblongata,]
cerebral aqueduct,[aqueduct_of_sylvius,]
parasympathetic nervous system,[parasympathetic_nervous_system,]
spinal ganglion,[dorsal_root_ganglion,]
semicircular canal,[semicircular_canal,]
auditory bone,[auditory_ossicle,]
auditory tube,[eustachian_tube,]
outer ear,[external_ear,]
auricle,[auricle,]
eyelid tarsus,[tarsal_plate,]
carpal bone,[carpus_bone,]
tarsal bone,[tarsus_bone,]
foot phalanx,[phalanx_of_the_foot,]
hand phalanx,[phalanx_of_the_hand,]
synovial joint,[diarthrosis,]
gastrointestinal system,[gastrointestinal_tract,]
ileocaecal junction,[ileocecal_valve,]
hepatic duct,[hepatic_duct,]
liver caudate lobe,[lobus_caudatus,]
liver quadrate lobe,[lobus_quadratus,]
liver parenchyma,[hepatic_tissue,]
liver sinusoid,[hepatic_sinusoid,]
kidney calyx,[renal_calyx,]
kidney capsule,[renal_capsule,]
kidney collecting duct,[collecting_tube,]
kidney cortex,[renal_cortex,]
kidney medulla,[renal_medulla,]
kidney pelvis,[renal_pelvis,]
oviduct,[fallopian_tube,]
bulbourethral gland,[cowper_s_gland,]
seminiferous tubule,[seminiferous_tubule,]
right lung caudal lobe,[lower_lobe_of_the_right_lung,]
right lung cranial lobe,[upper_lobe_of_the_right_lung,]
pleura,[pleural_tissue,]
lower respiratory tract,[lower_respiratory_system,]
upper respiratory tract,[upper_respiratory_system,]
peritoneal cavity lining,[peritoneum,]
subcutaneous adipose tissue,[subcutis,]
abdomen muscle,[abdominal_muscle,]
pelvic girdle muscle,[pelvic_floor_muscle,]
male reproductive gland/organ,[male_genital_organ,]
forelimb bone,[bone_of_the_upper_extremity,]
forelimb skin,[skin_of_the_upper_limb_and_shoulder,]
hindlimb bone,[bone_of_the_lower_extremity,]
hindlimb skin,[skin_of_the_lower_limb_and_hip,]
blood vessel endothelium,[vascular_endothelium,]
blood vessel smooth muscle,[vascular_smooth_muscle_tissue,]
lymph node secondary follicle,[lymph_node_germinal_center,]
lymph node medulla,[lymph_node_medullary_portion,]
spleen marginal zone,[splenic_marginal_zone,]
spleen venous sinus,[splenic_sinus,]
spleen central arteriole,[splenic_arteriole,]
spleen periarteriolar lymphatic sheath,[periarteriolar_lymphoid_sheath,]
thymus capsule,[thymic_capsule,]
thymus lobule,[thymic_lobule,]
lingual tonsillar tissue,[lingual_tonsil,]
tonsil capsule,[tonsillar_capsule,]
tonsil crypt,[tonsillar_crypt,]
arrector pili smooth muscle,[erector_muscle_of_the_hair,]
mammary gland lobule,[terminal_ductal_lobular_unit,]
